customer_id,txn_id,txn_date,amount,transaction_type,country,channel,flagged
C013,TXN0335,2024-05-15,3702,WIRE_TRANSFER,Japan,ONLINE,0
C013,TXN0336,2024-10-26,20847,ONLINE_TRANSFER,Canada,ATM,1
C020,TXN0337,2024-09-09,35416,CHEQUE,UAE,ONLINE,1
C004,TXN0338,2024-05-20,13671,CASH_WITHDRAWAL,Japan,MOBILE,1
C003,TXN0339,2024-11-25,37155,WIRE_TRANSFER,Myanmar,BRANCH,1
C007,TXN0340,2024-05-08,33687,ONLINE_TRANSFER,Brazil,MOBILE,1
C013,TXN0341,2024-01-12,25033,CASH_DEPOSIT,Singapore,MOBILE,1
C015,TXN0342,2024-06-18,35617,CASH_WITHDRAWAL,Brazil,MOBILE,1
C009,TXN0343,2024-04-07,32378,CASH_WITHDRAWAL,Myanmar,BRANCH,1
C018,TXN0344,2024-09-11,8917,ONLINE_TRANSFER,Russia,ONLINE,0
C002,TXN0345,2024-12-19,26126,ONLINE_TRANSFER,Russia,ONLINE,1
C014,TXN0346,2024-06-20,47739,CASH_WITHDRAWAL,Russia,MOBILE,1
C003,TXN0347,2024-04-30,40775,CASH_DEPOSIT,India,BRANCH,1
C020,TXN0348,2024-10-08,517,CASH_DEPOSIT,Myanmar,MOBILE,1
C007,TXN0349,2024-12-27,9998,CASH_DEPOSIT,India,ONLINE,0
C020,TXN0350,2024-09-06,36081,CASH_WITHDRAWAL,UK,BRANCH,1
C009,TXN0351,2024-03-01,20000,CHEQUE,China,MOBILE,1
C011,TXN0352,2024-12-15,15000,CASH_WITHDRAWAL,Japan,BRANCH,1
C016,TXN0353,2024-02-04,46128,WIRE_TRANSFER,UK,ATM,1
C008,TXN0354,2024-07-13,4317,ONLINE_TRANSFER,Brazil,MOBILE,0
C006,TXN0355,2024-04-01,3702,CASH_DEPOSIT,UAE,ATM,0
C004,TXN0356,2024-03-16,39636,CASH_DEPOSIT,Germany,ONLINE,1
C001,TXN0357,2024-04-23,20000,ONLINE_TRANSFER,France,BRANCH,1
C020,TXN0358,2024-04-27,20005,CASH_WITHDRAWAL,Iran,MOBILE,1
C008,TXN0359,2024-08-01,9796,CASH_WITHDRAWAL,Myanmar,ATM,1
C016,TXN0360,2024-01-24,13586,CASH_DEPOSIT,UK,BRANCH,1
C013,TXN0361,2024-06-03,38693,CASH_DEPOSIT,Russia,BRANCH,1
C010,TXN0362,2024-11-18,22927,CASH_DEPOSIT,Iran,ATM,1
C010,TXN0363,2024-11-30,9954,CHEQUE,USA,MOBILE,0
C019,TXN0364,2024-01-25,34382,CASH_DEPOSIT,Russia,ATM,1
C004,TXN0365,2024-06-13,19897,ONLINE_TRANSFER,USA,ONLINE,1
C010,TXN0366,2024-08-08,19921,ONLINE_TRANSFER,Russia,BRANCH,1
C006,TXN0367,2024-12-09,33613,CASH_WITHDRAWAL,Brazil,MOBILE,1
C017,TXN0368,2024-09-11,33253,CHEQUE,Brazil,MOBILE,1
C011,TXN0369,2024-03-10,12612,ONLINE_TRANSFER,UAE,MOBILE,1
C002,TXN0370,2024-07-31,32215,CASH_DEPOSIT,UK,BRANCH,1
C009,TXN0371,2024-05-13,1997,CASH_WITHDRAWAL,Germany,ONLINE,0
C014,TXN0372,2024-01-17,24759,ONLINE_TRANSFER,USA,ONLINE,1
C002,TXN0373,2024-12-08,37724,CASH_WITHDRAWAL,Canada,BRANCH,1
C010,TXN0374,2024-11-06,43903,CHEQUE,Japan,BRANCH,1
C007,TXN0375,2024-02-14,16693,CHEQUE,Brazil,BRANCH,1
C006,TXN0376,2024-06-01,35169,WIRE_TRANSFER,Iran,MOBILE,1
C013,TXN0377,2024-08-21,40389,CHEQUE,China,ONLINE,1
C018,TXN0378,2024-03-04,5000,ONLINE_TRANSFER,UK,ONLINE,0
C002,TXN0379,2024-10-12,45878,ONLINE_TRANSFER,Australia,MOBILE,1
C004,TXN0380,2024-11-04,8744,WIRE_TRANSFER,China,ATM,0
C004,TXN0381,2024-07-27,11311,CASH_WITHDRAWAL,Iran,ONLINE,1
C003,TXN0382,2024-05-11,15575,CASH_WITHDRAWAL,Canada,BRANCH,1
C013,TXN0383,2024-04-15,20668,ONLINE_TRANSFER,UK,MOBILE,1
C013,TXN0384,2024-04-10,29704,ONLINE_TRANSFER,Iran,MOBILE,1
C012,TXN0385,2024-06-30,48559,CHEQUE,Singapore,ATM,1
C014,TXN0386,2024-09-06,29595,WIRE_TRANSFER,Brazil,MOBILE,1
C020,TXN0387,2024-11-12,50000,CASH_DEPOSIT,France,ATM,1
C010,TXN0388,2024-12-22,29826,WIRE_TRANSFER,Australia,ONLINE,1
C008,TXN0389,2024-01-21,28721,WIRE_TRANSFER,UAE,MOBILE,1
C004,TXN0390,2024-10-05,38460,ONLINE_TRANSFER,UK,ONLINE,1
C007,TXN0391,2024-03-13,21456,ONLINE_TRANSFER,Brazil,ATM,1
C018,TXN0392,2024-01-21,27103,CHEQUE,UAE,MOBILE,1
C005,TXN0393,2024-12-01,29275,CHEQUE,Australia,ONLINE,1
C007,TXN0394,2024-05-21,17464,CASH_DEPOSIT,Iran,ATM,1
C004,TXN0395,2024-08-01,39361,WIRE_TRANSFER,Russia,MOBILE,1
C013,TXN0396,2024-04-08,9387,CASH_DEPOSIT,Australia,BRANCH,0
C013,TXN0397,2024-05-11,32589,ONLINE_TRANSFER,Australia,ATM,1
C003,TXN0398,2024-08-22,9849,CASH_WITHDRAWAL,Germany,ONLINE,0
C005,TXN0399,2024-01-18,14024,WIRE_TRANSFER,India,MOBILE,1
C016,TXN0400,2024-10-31,30287,ONLINE_TRANSFER,Australia,MOBILE,1
C008,TXN0401,2024-11-20,10000,CHEQUE,France,ONLINE,0
C016,TXN0402,2024-06-01,8952,CASH_WITHDRAWAL,UK,MOBILE,0
C012,TXN0403,2024-11-09,27126,CHEQUE,France,MOBILE,1
C007,TXN0404,2024-07-09,5000,CASH_WITHDRAWAL,India,BRANCH,0
C018,TXN0405,2024-05-04,43902,CHEQUE,UK,ONLINE,1
C005,TXN0406,2024-07-24,1670,CHEQUE,France,MOBILE,0
C013,TXN0407,2024-11-14,20618,CASH_WITHDRAWAL,Singapore,ATM,1
C002,TXN0408,2024-01-18,38186,CASH_WITHDRAWAL,Germany,ONLINE,1
C015,TXN0409,2024-11-23,8919,WIRE_TRANSFER,India,ATM,0
C009,TXN0410,2024-11-27,25921,WIRE_TRANSFER,Singapore,ONLINE,1
C002,TXN0411,2024-04-16,5791,CASH_DEPOSIT,Japan,ATM,0
C011,TXN0412,2024-03-02,36883,CASH_WITHDRAWAL,Brazil,BRANCH,1
C007,TXN0413,2024-08-21,14456,CASH_WITHDRAWAL,Canada,ONLINE,1
C004,TXN0414,2024-03-25,11314,ONLINE_TRANSFER,UK,MOBILE,1
C006,TXN0415,2024-05-05,29314,WIRE_TRANSFER,Russia,ONLINE,1
C003,TXN0416,2024-10-04,21458,ONLINE_TRANSFER,Canada,BRANCH,1
C006,TXN0417,2024-08-10,1083,ONLINE_TRANSFER,China,ATM,0
C005,TXN0418,2024-08-16,43626,CASH_DEPOSIT,UK,BRANCH,1
C013,TXN0419,2024-07-22,23336,ONLINE_TRANSFER,Iran,ATM,1
C001,TXN0420,2024-05-11,9645,WIRE_TRANSFER,Canada,MOBILE,0
C001,TXN0421,2024-03-07,22344,WIRE_TRANSFER,China,MOBILE,1
C008,TXN0422,2024-03-13,37654,CASH_DEPOSIT,India,ONLINE,1
C005,TXN0423,2024-04-14,44994,WIRE_TRANSFER,India,BRANCH,1
C002,TXN0424,2024-11-20,42905,CASH_DEPOSIT,Japan,ATM,1
C001,TXN0425,2024-11-24,39269,CASH_WITHDRAWAL,France,ATM,1
C005,TXN0426,2024-08-22,9346,ONLINE_TRANSFER,Canada,ONLINE,0
C018,TXN0427,2024-04-25,8158,ONLINE_TRANSFER,Iran,ATM,1
C014,TXN0428,2024-01-04,17852,WIRE_TRANSFER,Japan,MOBILE,1
C001,TXN0429,2024-08-16,6609,ONLINE_TRANSFER,Russia,ONLINE,0
C006,TXN0430,2024-06-16,33065,CHEQUE,Australia,BRANCH,1
C020,TXN0431,2024-03-06,20000,CASH_WITHDRAWAL,Canada,ONLINE,1
C011,TXN0432,2024-10-27,32662,CHEQUE,UAE,ONLINE,1
C014,TXN0433,2024-09-20,46157,WIRE_TRANSFER,Australia,ATM,1
C015,TXN0434,2024-05-02,33623,ONLINE_TRANSFER,China,BRANCH,1
C006,TXN0435,2024-12-26,17662,WIRE_TRANSFER,USA,ONLINE,1
C011,TXN0436,2024-11-22,17442,CASH_WITHDRAWAL,Canada,BRANCH,1
C002,TXN0437,2024-09-16,15094,WIRE_TRANSFER,Myanmar,BRANCH,1
C003,TXN0438,2024-07-08,24186,CASH_WITHDRAWAL,Canada,ATM,1
C017,TXN0439,2024-05-21,8530,WIRE_TRANSFER,Canada,ATM,0
C013,TXN0440,2024-03-02,9724,WIRE_TRANSFER,Iran,BRANCH,1
C004,TXN0441,2024-09-01,39626,CASH_WITHDRAWAL,UK,ONLINE,1
C010,TXN0442,2024-01-12,3673,WIRE_TRANSFER,Singapore,ATM,0
C019,TXN0443,2024-12-12,39385,WIRE_TRANSFER,Canada,ATM,1
C019,TXN0444,2024-07-18,50000,CASH_WITHDRAWAL,Australia,BRANCH,1
C003,TXN0445,2024-04-17,8697,WIRE_TRANSFER,Canada,BRANCH,0
C005,TXN0446,2024-08-14,43832,CASH_WITHDRAWAL,India,ONLINE,1
C001,TXN0447,2024-09-30,46339,ONLINE_TRANSFER,Myanmar,ATM,1
C007,TXN0448,2024-11-27,7470,CASH_DEPOSIT,France,MOBILE,0
C004,TXN0449,2024-04-26,39619,CHEQUE,Germany,ATM,1
C004,TXN0450,2024-07-31,34266,WIRE_TRANSFER,Brazil,BRANCH,1
C019,TXN0451,2024-05-21,5000,WIRE_TRANSFER,Brazil,MOBILE,0
C016,TXN0452,2024-05-22,42501,ONLINE_TRANSFER,Germany,BRANCH,1
C011,TXN0453,2024-03-09,15583,CASH_WITHDRAWAL,UAE,BRANCH,1
C013,TXN0454,2024-01-11,2270,WIRE_TRANSFER,China,BRANCH,0
C008,TXN0455,2024-01-19,42013,ONLINE_TRANSFER,India,ATM,1
C015,TXN0456,2024-01-11,22352,CASH_DEPOSIT,Singapore,ATM,1
C020,TXN0457,2024-04-08,32652,CASH_DEPOSIT,France,BRANCH,1
C015,TXN0458,2024-01-25,37284,CHEQUE,France,ATM,1
C009,TXN0459,2024-12-02,9711,ONLINE_TRANSFER,India,ONLINE,0
C008,TXN0460,2024-01-02,887,ONLINE_TRANSFER,France,ONLINE,0
C017,TXN0461,2024-05-02,35584,CASH_DEPOSIT,Canada,ATM,1
C008,TXN0462,2024-05-23,46050,CASH_DEPOSIT,Brazil,ONLINE,1
C010,TXN0463,2024-07-08,37113,WIRE_TRANSFER,Japan,ONLINE,1
C014,TXN0464,2024-01-15,6266,ONLINE_TRANSFER,Singapore,MOBILE,0
C008,TXN0465,2024-06-06,31943,ONLINE_TRANSFER,Brazil,BRANCH,1
C005,TXN0466,2024-06-10,8074,CASH_DEPOSIT,China,ONLINE,0
C013,TXN0467,2024-09-26,31282,CASH_DEPOSIT,Canada,ATM,1
C008,TXN0468,2024-04-08,10069,CASH_WITHDRAWAL,India,BRANCH,1
C006,TXN0469,2024-04-19,15000,WIRE_TRANSFER,USA,ATM,1
C019,TXN0470,2024-04-24,38213,CASH_DEPOSIT,Myanmar,ONLINE,1
C020,TXN0471,2024-11-12,45121,ONLINE_TRANSFER,China,ATM,1
C011,TXN0472,2024-08-19,4185,CHEQUE,Brazil,ATM,0
C005,TXN0473,2024-07-01,47445,CASH_WITHDRAWAL,India,BRANCH,1
C012,TXN0474,2024-06-03,46883,CASH_DEPOSIT,India,ONLINE,1
C011,TXN0475,2024-03-11,27458,ONLINE_TRANSFER,Brazil,BRANCH,1
C007,TXN0476,2024-07-10,44770,CASH_WITHDRAWAL,Singapore,ATM,1
C010,TXN0477,2024-01-01,27945,WIRE_TRANSFER,Germany,ONLINE,1
C011,TXN0478,2024-12-22,41400,WIRE_TRANSFER,Singapore,MOBILE,1
C009,TXN0479,2024-04-16,25784,CHEQUE,Brazil,ATM,1
C008,TXN0480,2024-01-31,37273,CASH_WITHDRAWAL,Canada,ONLINE,1
C003,TXN0481,2024-04-08,14447,ONLINE_TRANSFER,France,ATM,1
C013,TXN0482,2024-02-20,45541,CASH_WITHDRAWAL,Myanmar,ONLINE,1
C012,TXN0483,2024-01-21,34326,CASH_DEPOSIT,UK,BRANCH,1
C017,TXN0484,2024-09-01,33630,ONLINE_TRANSFER,Russia,BRANCH,1
C014,TXN0485,2024-09-25,18025,CASH_WITHDRAWAL,France,BRANCH,1
C016,TXN0486,2024-09-20,3415,ONLINE_TRANSFER,Russia,ONLINE,0
C019,TXN0487,2024-04-04,22605,ONLINE_TRANSFER,China,BRANCH,1
C008,TXN0488,2024-01-17,12955,CASH_DEPOSIT,Germany,MOBILE,1
C018,TXN0489,2024-04-25,26824,CASH_DEPOSIT,Myanmar,ONLINE,1
C002,TXN0490,2024-04-10,2621,ONLINE_TRANSFER,Russia,ONLINE,0
C011,TXN0491,2024-07-23,5000,CASH_DEPOSIT,UK,ATM,0
C003,TXN0492,2024-02-08,25354,CASH_DEPOSIT,USA,MOBILE,1
C018,TXN0493,2024-01-25,7729,CHEQUE,Canada,ATM,0
C008,TXN0494,2024-05-09,4296,CASH_DEPOSIT,UK,MOBILE,0
C003,TXN0495,2024-05-18,15000,WIRE_TRANSFER,UAE,ATM,1
C010,TXN0496,2024-01-05,8432,CASH_WITHDRAWAL,India,ONLINE,0
C013,TXN0497,2024-12-16,3293,WIRE_TRANSFER,Japan,BRANCH,0
C010,TXN0498,2024-11-20,30025,CASH_WITHDRAWAL,India,MOBILE,1
C013,TXN0499,2024-09-11,15758,CASH_DEPOSIT,Myanmar,BRANCH,1
C020,TXN0500,2024-07-07,8017,CASH_WITHDRAWAL,France,ATM,0
